temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,x,y,direction,congestion
284.98,0.0,0.0,1,Clear,sky is clear,2012-10-04 09:00:00,2,1,NB,26
289.18,0.0,0.0,1,Clear,sky is clear,2012-10-04 10:00:00,2,1,NE,16
291.55,0.0,0.0,1,Clear,sky is clear,2012-10-04 11:00:00,2,1,NW,29
294.97,0.0,0.0,1,Clear,sky is clear,2012-10-04 12:00:00,2,1,SB,22
296.38,0.0,0.0,1,Clear,sky is clear,2012-10-04 13:00:00,2,1,SE,34
297.32,0.0,0.0,1,Clear,sky is clear,2012-10-04 14:00:00,2,1,SW,45
298.17,0.0,0.0,1,Clear,sky is clear,2012-10-04 15:00:00,2,1,WB,37
298.06,0.0,0.0,20,Clouds,few clouds,2012-10-04 16:00:00,2,2,EB,42
297.67,0.0,0.0,20,Clouds,few clouds,2012-10-04 17:00:00,2,2,NB,50
296.36,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 18:00:00,2,2,NE,26
293.85,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 19:00:00,2,2,NW,21
292.43,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 20:00:00,2,2,SB,36
291.77,0.0,0.0,75,Clouds,broken clouds,2012-10-04 21:00:00,2,2,SE,51
291.36,0.0,0.0,75,Clouds,broken clouds,2012-10-04 22:00:00,2,2,SW,47
291.12,0.0,0.0,75,Clouds,broken clouds,2012-10-04 23:00:00,2,2,WB,51
290.63,0.0,0.0,75,Clouds,broken clouds,2012-10-05 00:00:00,2,3,EB,39
290.46,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 01:00:00,2,3,NB,64
289.26,0.0,0.0,0,Clear,sky is clear,2012-10-05 03:00:00,2,3,NE,30
283.21,0.0,0.0,75,Clouds,broken clouds,2012-10-05 05:00:00,2,3,SB,70
282.24,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 06:00:00,2,3,SW,29
281.69,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 07:00:00,2,3,WB,26
280.57,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 08:00:00,0,0,EB,70
280.02,0.0,0.0,75,Clouds,broken clouds,2012-10-05 09:00:00,0,0,NB,49
280.11,0.0,0.0,75,Clouds,broken clouds,2012-10-05 10:00:00,0,0,SB,24
280.0,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 11:00:00,0,1,EB,26
280.53,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 12:00:00,0,1,NB,64
281.43,0.0,0.0,75,Clouds,broken clouds,2012-10-05 13:00:00,0,1,SB,55
281.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 14:00:00,0,1,WB,57
281.91,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 15:00:00,0,2,EB,41
281.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 16:00:00,0,2,NB,40
281.42,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 17:00:00,0,2,SB,46
280.87,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 18:00:00,0,2,WB,32
280.15,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 19:00:00,0,3,EB,24
279.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 20:00:00,0,3,NB,33
279.65,0.0,0.0,75,Clouds,broken clouds,2012-10-05 21:00:00,0,3,NE,17
279.22,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 22:00:00,0,3,SB,52
279.06,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 23:00:00,0,3,SW,48
278.81,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 00:00:00,0,3,WB,51
278.55,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 01:00:00,1,0,EB,71
278.59,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 02:00:00,1,0,NB,32
276.99,0.0,0.0,75,Clouds,broken clouds,2012-10-06 04:00:00,1,0,NE,43
276.35,0.0,0.0,20,Clouds,few clouds,2012-10-06 05:00:00,1,0,SB,43
275.4,0.0,0.0,1,Clear,sky is clear,2012-10-06 06:00:00,1,0,SW,52
275.17,0.0,0.0,1,Clear,sky is clear,2012-10-06 07:00:00,1,0,WB,32
274.99,0.0,0.0,1,Clear,sky is clear,2012-10-06 08:00:00,1,1,EB,61
275.09,0.0,0.0,40,Clouds,scattered clouds,2012-10-06 09:00:00,1,1,NB,30
276.88,0.0,0.0,20,Clouds,few clouds,2012-10-06 10:00:00,1,1,SB,44
278.04,0.0,0.0,20,Clouds,few clouds,2012-10-06 11:00:00,1,1,WB,50
279.08,0.0,0.0,40,Clouds,scattered clouds,2012-10-06 12:00:00,1,2,EB,41
280.12,0.0,0.0,75,Clouds,broken clouds,2012-10-06 13:00:00,1,2,NB,37
280.25,0.0,0.0,75,Clouds,broken clouds,2012-10-06 14:00:00,1,2,NE,24
280.0,0.0,0.0,75,Clouds,broken clouds,2012-10-06 15:00:00,1,2,SB,39
279.06,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 16:00:00,1,2,SW,54
278.91,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 17:00:00,1,2,WB,37
278.39,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 18:00:00,1,3,EB,16
278.16,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 19:00:00,1,3,NB,47
278.16,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 20:00:00,1,3,NE,44
277.93,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 21:00:00,1,3,SB,41
276.9,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 22:00:00,1,3,SW,15
276.34,0.0,0.0,75,Clouds,broken clouds,2012-10-06 23:00:00,1,3,WB,47
276.11,0.0,0.0,75,Clouds,broken clouds,2012-10-07 00:00:00,2,0,EB,44
275.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 03:00:00,2,0,NB,69
275.65,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 04:00:00,2,0,SB,61
275.51,0.0,0.0,75,Clouds,broken clouds,2012-10-07 05:00:00,2,0,WB,65
275.05,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 06:00:00,2,1,EB,45
274.77,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 07:00:00,2,1,NB,47
274.77,0.0,0.0,75,Clouds,broken clouds,2012-10-07 08:00:00,2,1,NE,16
275.55,0.0,0.0,75,Clouds,broken clouds,2012-10-07 09:00:00,2,1,NW,29
276.24,0.0,0.0,75,Clouds,broken clouds,2012-10-07 10:00:00,2,1,SB,17
277.01,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 11:00:00,2,1,SE,34
277.43,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 12:00:00,2,1,SW,52
278.45,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 13:00:00,2,1,WB,37
279.27,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 14:00:00,2,2,EB,36
279.27,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 15:00:00,2,2,NB,46
279.44,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 16:00:00,2,2,NE,17
279.32,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 17:00:00,2,2,NW,21
279.27,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 18:00:00,2,2,SB,10
278.11,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 19:00:00,2,2,SE,51
276.79,0.0,0.0,75,Clouds,broken clouds,2012-10-07 20:00:00,2,2,SW,50
275.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 21:00:00,2,2,WB,58
274.88,0.0,0.0,75,Clouds,broken clouds,2012-10-07 22:00:00,2,3,EB,33
273.92,0.0,0.0,20,Clouds,few clouds,2012-10-07 23:00:00,2,3,NB,67
273.08,0.0,0.0,20,Clouds,few clouds,2012-10-08 00:00:00,2,3,NE,30
272.62,0.0,0.0,20,Clouds,few clouds,2012-10-08 01:00:00,2,3,SB,80
271.78,0.0,0.0,1,Clear,sky is clear,2012-10-08 02:00:00,2,3,SW,29
271.05,0.0,0.0,1,Clear,sky is clear,2012-10-08 03:00:00,2,3,WB,57
270.63,0.0,0.0,1,Clear,sky is clear,2012-10-08 04:00:00,0,0,EB,70
270.33,0.0,0.0,1,Clear,sky is clear,2012-10-08 05:00:00,0,0,NB,49
269.61,0.0,0.0,20,Clouds,few clouds,2012-10-08 06:00:00,0,0,SB,24
270.01,0.0,0.0,20,Clouds,few clouds,2012-10-08 07:00:00,0,1,EB,31
271.23,0.0,0.0,20,Clouds,few clouds,2012-10-08 08:00:00,0,1,NB,51
273.71,0.0,0.0,20,Clouds,few clouds,2012-10-08 09:00:00,0,1,SB,57
276.77,0.0,0.0,20,Clouds,few clouds,2012-10-08 10:00:00,0,1,WB,91
279.47,0.0,0.0,20,Clouds,few clouds,2012-10-08 11:00:00,0,2,EB,42
279.84,0.0,0.0,1,Clear,sky is clear,2012-10-08 12:00:00,0,2,NB,41
282.34,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 13:00:00,0,2,SB,35
282.94,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 14:00:00,0,2,WB,35
283.48,0.0,0.0,1,Clear,sky is clear,2012-10-08 15:00:00,0,3,EB,24
284.33,0.0,0.0,1,Clear,sky is clear,2012-10-08 16:00:00,0,3,NB,36
284.48,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 17:00:00,0,3,NE,46
284.23,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 18:00:00,0,3,SB,56
281.99,0.0,0.0,20,Clouds,few clouds,2012-10-08 19:00:00,0,3,SW,15
279.81,0.0,0.0,1,Clear,sky is clear,2012-10-08 20:00:00,0,3,WB,43
279.35,0.0,0.0,1,Clear,sky is clear,2012-10-08 21:00:00,1,0,EB,59
278.9,0.0,0.0,1,Clear,sky is clear,2012-10-08 22:00:00,1,0,NB,48
278.46,0.0,0.0,1,Clear,sky is clear,2012-10-08 23:00:00,1,0,NE,43
277.78,0.0,0.0,1,Clear,sky is clear,2012-10-09 00:00:00,1,0,SB,43
277.27,0.0,0.0,1,Clear,sky is clear,2012-10-09 01:00:00,1,0,SW,52
277.47,0.0,0.0,1,Clear,sky is clear,2012-10-09 02:00:00,1,0,WB,32
276.97,0.0,0.0,20,Clouds,few clouds,2012-10-09 04:00:00,1,1,EB,49
276.52,0.0,0.0,40,Clouds,scattered clouds,2012-10-09 05:00:00,1,1,NB,38
276.6,0.0,0.0,40,Clouds,scattered clouds,2012-10-09 06:00:00,1,1,SB,43
277.31,0.0,0.0,75,Clouds,broken clouds,2012-10-09 07:00:00,1,1,WB,40
278.38,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 08:00:00,1,2,EB,34
279.35,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 09:00:00,1,2,NB,36
281.37,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 10:00:00,1,2,NE,24
283.11,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 11:00:00,1,2,SB,43
284.08,0.0,0.0,75,Clouds,broken clouds,2012-10-09 12:00:00,1,2,SW,54
285.14,0.0,0.0,75,Clouds,broken clouds,2012-10-09 13:00:00,1,2,WB,43
286.35,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 14:00:00,1,3,EB,15
287.23,0.0,0.0,100,Rain,light rain,2012-10-09 15:00:00,1,3,NB,43
288.53,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 16:00:00,1,3,NE,44
290.37,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 17:00:00,1,3,SB,46
290.13,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 18:00:00,1,3,SW,15
288.86,0.0,0.0,75,Clouds,broken clouds,2012-10-09 19:00:00,1,3,WB,41
287.36,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 20:00:00,2,0,EB,41
285.11,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 21:00:00,2,0,NB,54
283.46,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 22:00:00,2,0,SB,61
282.45,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 23:00:00,2,0,WB,46
281.88,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 00:00:00,2,1,EB,44
281.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 01:00:00,2,1,NB,44
281.09,0.0,0.0,75,Clouds,broken clouds,2012-10-10 02:00:00,2,1,NE,16
281.17,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 03:00:00,2,1,NW,29
281.25,0.0,0.0,92,Clear,sky is clear,2012-10-10 06:00:00,2,1,SB,33
281.25,0.0,0.0,99,Rain,light rain,2012-10-10 07:00:00,2,1,SE,34
281.25,0.0,0.0,99,Drizzle,light intensity drizzle,2012-10-10 07:00:00,2,1,SW,78
280.1,0.0,0.0,99,Rain,light rain,2012-10-10 08:00:00,2,1,WB,27
280.1,0.0,0.0,99,Drizzle,light intensity drizzle,2012-10-10 08:00:00,2,2,EB,47
279.61,0.0,0.0,99,Rain,light rain,2012-10-10 09:00:00,2,2,NB,34
279.61,0.0,0.0,99,Drizzle,light intensity drizzle,2012-10-10 09:00:00,2,2,NE,17
279.67,0.0,0.0,99,Clear,sky is clear,2012-10-10 10:00:00,2,2,NW,21
280.19,0.0,0.0,1,Clear,sky is clear,2012-10-10 11:00:00,2,2,SB,32
282.09,0.0,0.0,75,Clouds,broken clouds,2012-10-10 12:00:00,2,2,SE,51
282.26,0.0,0.0,75,Clouds,broken clouds,2012-10-10 13:00:00,2,2,SW,49
282.05,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 14:00:00,2,2,WB,63
281.59,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 15:00:00,2,3,EB,33
281.23,0.0,0.0,81,Clear,sky is clear,2012-10-10 16:00:00,2,3,NB,64
282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 18:00:00,2,3,NE,30
282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 19:00:00,2,3,SB,79
282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 20:00:00,2,3,SW,29
282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 21:00:00,2,3,WB,48
282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 22:00:00,0,0,EB,70
282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 23:00:00,0,0,NB,49
273.9,0.0,0.0,1,Clear,sky is clear,2012-10-11 01:00:00,0,0,SB,24
274.4,0.0,0.0,75,Clouds,broken clouds,2012-10-11 03:00:00,0,1,EB,36
274.05,0.0,0.0,75,Clouds,broken clouds,2012-10-11 04:00:00,0,1,NB,51
273.71,0.0,0.0,40,Clouds,scattered clouds,2012-10-11 05:00:00,0,1,SB,46
272.66,0.0,0.0,1,Clear,sky is clear,2012-10-11 06:00:00,0,1,WB,49
272.65,0.0,0.0,1,Clear,sky is clear,2012-10-11 07:00:00,0,2,EB,39
272.52,0.0,0.0,1,Clear,sky is clear,2012-10-11 08:00:00,0,2,NB,44
275.19,0.0,0.0,20,Clouds,few clouds,2012-10-11 09:00:00,0,2,SB,58
275.34,0.0,0.0,1,Clear,sky is clear,2012-10-11 10:00:00,0,2,WB,33
284.1,0.0,0.0,50,Clear,sky is clear,2012-10-11 14:00:00,0,3,EB,24
284.1,0.0,0.0,50,Clear,sky is clear,2012-10-11 15:00:00,0,3,NB,20
283.78,0.0,0.0,75,Clouds,broken clouds,2012-10-11 16:00:00,0,3,NE,50
283.52,0.0,0.0,75,Clouds,broken clouds,2012-10-11 17:00:00,0,3,SB,47
283.32,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 18:00:00,0,3,SW,31
282.06,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 19:00:00,0,3,WB,34
281.95,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 20:00:00,1,0,EB,59
281.81,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 21:00:00,1,0,NB,51
282.16,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 22:00:00,1,0,NE,43
282.53,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 23:00:00,1,0,SB,78
283.91,0.0,0.0,90,Clouds,overcast clouds,2012-10-12 00:00:00,1,0,SW,52
284.64,0.0,0.0,90,Clouds,overcast clouds,2012-10-12 01:00:00,1,0,WB,32
284.61,0.0,0.0,90,Clouds,overcast clouds,2012-10-12 02:00:00,1,1,EB,34
283.18,0.0,0.0,72,Drizzle,light intensity drizzle,2012-10-12 03:00:00,1,1,NB,48
282.26,0.0,0.0,72,Rain,light rain,2012-10-12 04:00:00,1,1,SB,39
280.77,0.0,0.0,72,Drizzle,light intensity drizzle,2012-10-12 05:00:00,1,1,WB,51
278.53,0.0,0.0,75,Clouds,broken clouds,2012-10-12 06:00:00,1,2,EB,42
277.64,0.0,0.0,75,Clouds,broken clouds,2012-10-12 07:00:00,1,2,NB,24
277.9,0.0,0.0,90,Clouds,overcast clouds,2012-10-12 08:00:00,1,2,NE,24
278.18,0.0,0.0,90,Clouds,overcast clouds,2012-10-12 09:00:00,1,2,SB,50
279.29,0.0,0.0,75,Clouds,broken clouds,2012-10-12 10:00:00,1,2,SW,54
280.45,0.0,0.0,75,Clouds,broken clouds,2012-10-12 11:00:00,1,2,WB,36
280.95,0.0,0.0,40,Clouds,scattered clouds,2012-10-12 12:00:00,1,3,EB,15
281.74,0.0,0.0,40,Clouds,scattered clouds,2012-10-12 13:00:00,1,3,NB,45
281.84,0.0,0.0,75,Clouds,broken clouds,2012-10-12 14:00:00,1,3,NE,44
282.45,0.0,0.0,75,Clouds,broken clouds,2012-10-12 15:00:00,1,3,SB,33
282.2,0.0,0.0,75,Clouds,broken clouds,2012-10-12 16:00:00,1,3,SW,15
281.54,0.0,0.0,40,Clouds,scattered clouds,2012-10-12 17:00:00,1,3,WB,33
280.21,0.0,0.0,20,Clouds,few clouds,2012-10-12 18:00:00,2,0,EB,42
282.2,0.0,0.0,56,Clear,sky is clear,2012-10-12 23:00:00,2,0,NB,56
272.58,0.0,0.0,1,Clear,sky is clear,2012-10-13 00:00:00,2,0,SB,63
272.06,0.0,0.0,1,Clear,sky is clear,2012-10-13 01:00:00,2,0,WB,48
270.99,0.0,0.0,1,Clear,sky is clear,2012-10-13 02:00:00,2,1,EB,50
270.29,0.0,0.0,20,Clouds,few clouds,2012-10-13 03:00:00,2,1,NB,35
269.48,0.0,0.0,1,Clear,sky is clear,2012-10-13 04:00:00,2,1,NE,16
269.27,0.0,0.0,1,Clear,sky is clear,2012-10-13 05:00:00,2,1,NW,29
268.91,0.0,0.0,1,Clear,sky is clear,2012-10-13 06:00:00,2,1,SB,38
268.98,0.0,0.0,75,Clouds,broken clouds,2012-10-13 07:00:00,2,1,SE,34
269.23,0.0,0.0,40,Clouds,scattered clouds,2012-10-13 08:00:00,2,1,SW,83
272.61,0.0,0.0,40,Clouds,scattered clouds,2012-10-13 09:00:00,2,1,WB,28
276.78,0.0,0.0,20,Clouds,few clouds,2012-10-13 10:00:00,2,2,EB,35
279.22,0.0,0.0,1,Clear,sky is clear,2012-10-13 11:00:00,2,2,NB,27
280.35,0.0,0.0,1,Clear,sky is clear,2012-10-13 12:00:00,2,2,NE,22
281.81,0.0,0.0,1,Clear,sky is clear,2012-10-13 13:00:00,2,2,NW,21
283.05,0.0,0.0,1,Clear,sky is clear,2012-10-13 14:00:00,2,2,SB,60
283.96,0.0,0.0,1,Clear,sky is clear,2012-10-13 15:00:00,2,2,SE,51
284.53,0.0,0.0,1,Clear,sky is clear,2012-10-13 16:00:00,2,2,SW,49
284.44,0.0,0.0,1,Clear,sky is clear,2012-10-13 17:00:00,2,2,WB,52
283.64,0.0,0.0,1,Clear,sky is clear,2012-10-13 18:00:00,2,3,EB,33
281.85,0.0,0.0,20,Clouds,few clouds,2012-10-13 19:00:00,2,3,NB,33
281.38,0.0,0.0,1,Clear,sky is clear,2012-10-13 20:00:00,2,3,NE,30
281.84,0.0,0.0,75,Clouds,broken clouds,2012-10-13 21:00:00,2,3,SB,77
282.23,0.0,0.0,90,Clouds,overcast clouds,2012-10-13 22:00:00,2,3,SW,29
282.18,0.0,0.0,90,Clouds,overcast clouds,2012-10-13 23:00:00,2,3,WB,44
282.49,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 00:00:00,0,0,EB,70
282.54,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 01:00:00,0,0,NB,49
282.58,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 02:00:00,0,0,SB,24
282.23,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 03:00:00,0,1,EB,29
282.08,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 04:00:00,0,1,NB,53
282.23,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 05:00:00,0,1,SB,83
282.24,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 06:00:00,0,1,WB,62
282.24,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 07:00:00,0,2,EB,36
282.24,0.0,0.0,57,Mist,mist,2012-10-14 08:00:00,0,2,NB,46
282.43,0.0,0.0,57,Drizzle,light intensity drizzle,2012-10-14 09:00:00,0,2,SB,46
282.43,0.0,0.0,57,Mist,mist,2012-10-14 09:00:00,0,2,WB,25
282.43,0.0,0.0,57,Haze,haze,2012-10-14 09:00:00,0,3,EB,24
282.33,0.0,0.0,57,Drizzle,light intensity drizzle,2012-10-14 10:00:00,0,3,NB,19
282.33,0.0,0.0,57,Mist,mist,2012-10-14 10:00:00,0,3,NE,50
282.82,0.0,0.0,57,Drizzle,light intensity drizzle,2012-10-14 11:00:00,0,3,SB,51
282.82,0.0,0.0,57,Mist,mist,2012-10-14 11:00:00,0,3,SW,19
283.33,0.0,0.0,57,Mist,mist,2012-10-14 12:00:00,0,3,WB,47
283.33,0.0,0.0,57,Rain,light rain,2012-10-14 12:00:00,1,0,EB,7
283.33,0.0,0.0,57,Drizzle,light intensity drizzle,2012-10-14 12:00:00,1,0,NB,29
283.75,0.0,0.0,93,Rain,light rain,2012-10-14 13:00:00,1,0,NE,43
283.75,0.0,0.0,93,Mist,mist,2012-10-14 13:00:00,1,0,SB,18
283.75,0.0,0.0,93,Drizzle,light intensity drizzle,2012-10-14 13:00:00,1,0,SW,52
284.09,0.0,0.0,93,Mist,mist,2012-10-14 14:00:00,1,0,WB,32
284.09,0.0,0.0,93,Rain,light rain,2012-10-14 14:00:00,1,1,EB,54
284.09,0.0,0.0,93,Drizzle,light intensity drizzle,2012-10-14 14:00:00,1,1,NB,47
284.55,0.0,0.0,93,Mist,mist,2012-10-14 15:00:00,1,1,SB,36
284.55,0.0,0.0,93,Rain,light rain,2012-10-14 15:00:00,1,1,WB,49
284.68,0.0,0.0,93,Mist,mist,2012-10-14 16:00:00,1,2,EB,55
284.64,0.0,0.0,93,Rain,light rain,2012-10-14 17:00:00,1,2,NB,22
284.64,0.0,0.0,93,Mist,mist,2012-10-14 17:00:00,1,2,NE,24
284.4,0.0,0.0,93,Mist,mist,2012-10-14 18:00:00,1,2,SB,55
284.17,0.0,0.0,93,Mist,mist,2012-10-14 19:00:00,1,2,SW,54
284.03,0.0,0.0,93,Mist,mist,2012-10-14 20:00:00,1,2,WB,56
283.58,0.0,0.0,93,Mist,mist,2012-10-14 21:00:00,1,3,EB,20
283.04,0.0,0.0,93,Mist,mist,2012-10-14 22:00:00,1,3,NB,41
281.95,0.0,0.0,93,Mist,mist,2012-10-14 23:00:00,1,3,NE,44
281.95,0.0,0.0,93,Fog,fog,2012-10-14 23:00:00,1,3,SB,33
